ID	GROUP	SUB_GROUP	LOCALIZATION_KEY	RU	ENG	FRA	DEU	SPA	POL	POR	CHI	ITA	KOR
39	CP	USUAL	TALKWITHANAT_0005	Нет, Кервин, все в порядке. Не беспокойся за меня.	No, Kerwin, it's all right. Don't worry about me.								
40	CP	KN_USUAL	TALKWITHANAT_0005	Ладно. Хорошего дня!	Okay. Have a nice day!								
41	CP	USUAL	TALKWITHANAT_0006	И тебе.	And you.								
42	CP	USUAL	TALKWITHANAT_0007	Знаешь, Кервин, я бы не стал иметь дела с Сильвестром, будь с ним осторожен.	You know, Kerwin, I wouldn't have anything to do with Sylvester. Be careful with him.								
43	CP	KN_USUAL	TALKWITHANAT_0007	Почему? Он был замечен в чем-то незаконном?	Why? Was he seen doing something illegal?								
44	CP	USUAL	TALKWITHANAT_0008	Нет, но уверяю тебя он способен на мелкие пакости. 	No, but I assure you he is capable of minor dirty tricks.								
45	CP	USUAL	TALKWITHANAT_0009	Пришел в колледж всего пять лет назад, а уже стал учителем года. Я за 15 лет работы здесь так и не удостоился этой награды. Думаю, он умело проворачивает какие-то темные делишки и махинации.	He joined the college only five years ago, and  has already become the teacher of the year. In 15 years of working here, I have not been awarded this award. I think he's skilfully pulling off some kind of shady dealings and machinations.								
46	CP	KN_USUAL	TALKWITHANAT_0009	Спасибо, профессор Анат, буду держать ухо востро.	Thank you, Professor Anat, I will keep my eyes open.								
47	CP	USUAL	TALKWITHDAMONIKA_0001	Библиотека закрыта, сколько раз мне это повторить за сегодня!	The library is closed, how many times do I have to repeat this today!								
48	CP	KN_USUAL	TALKWITHDAMONIKA_0001	Хорошо-хорошо, я просто осматриваюсь.	Okay, okay, I'm just looking around.								
49	CP	USUAL	TALKWITHSEAN_0001	Ну, что готов покорять высоты гуманитарных наук, Кен? Речь ректора была такой скучной, что я чуть не уснул.	Well, are you ready to conquer the heights of the humanities, Ken? The rector's speech was so boring that I almost fell asleep.								
50	CP	KN_USUAL	TALKWITHSEAN_0001	Да, а я вот задремал, представляешь.	Yes, but I dozed off, can you imagine.								
51	CP	USUAL	TALKWITHSEAN_0002	Видел! Было жутко наблюдать как кто-то спит стоя. Никогда такого не видел. У тебя даже со рта слюна капала.	I saw it! It was creepy to watch someone sleeping standing up. I've never seen anything like that. You even had saliva dripping from your mouth.								
52	CP	KN_USUAL	TALKWITHSEAN_0002	О, черт, надеюсь не все заметили.	Oh, shit, I hope not everyone noticed.								
53	CP	USUAL	TALKWITHSEAN_0003	Будь уверен, когда толпа начала рассасываться, тебя стало отлично видно. Дурная слава тоже слава, не переживай!	Be sure, when the crowd began to disperse, you became perfectly visible. Notoriety is also fame, don't worry!								
54	CP	KN_USUAL	TALKWITHSEAN_0003	Ладно, мне надо отнести документы в деканат, увидимся!	Okay, I have to take the documents to the dean's office, see you later!								
55	CP	USUAL	TALKWITHSEAN_0004	Кен, я тут познакомился с ребятами, мы хотим пойти в заброшенную часть парка после отбоя. Хочешь с нами?	Ken, I've met some guys here, we want to go to an abandoned part of the park after lights out. Do you want to come with us?								
56	CP	KN_USUAL	TALKWITHSEAN_0004	Пока не знаю, Шон. Давай поговорим об этом вечером.	I don't know yet, Sean. Let's talk about it tonight.								
57	CP	USUAL	TALKWITHSEAN_0005	Ходят слухи, что на территории кампуса есть парень, который приторговывает всяким.	There are rumors that there is a guy on campus who sells some stuff.								
58	CP	KN_USUAL	TALKWITHSEAN_0005	Хм, интересно что он продает...	Hmm, I wonder what he's selling...								
59	CP	USUAL	TALKWITHVALENTIA_0001	Мне так нравится наблюдать за водной гладью. Только это меня успокаивает. Ты должно быть новый студент. Меня зовут Валентия, я преподаватель.	I love watching the water surface so much. That's the only thing that calms me down. You must be a new student. My name is Valentina, I am a professor.								
60	CP	KN_USUAL	TALKWITHVALENTIA_0001	Здравствуйте, я Кервин, да, я только поступил. Жду не дождусь начала занятий. Мне так нравится наш кампус, тут есть на что посмотреть!	Hello, I'm Kerwin, yes, I'm a freshman. I can't wait for classes to start. I love our campus so much, there's a lot to see here!								
61	CP	USUAL	TALKWITHVALENTIA_0002	Лучше бы тебе не видеть всего, на что здесь можно наткнуться. Будь осторожен. Порой вещи - совсем не то, чем кажутся.	You'd better not see everything you can stumble upon here. Be careful. Sometimes things are not what they seem.								
62	CP	KN_USUAL	TALKWITHVALENTIA_0002	А чего именно мне стоит ожидать и чего опасаться?	And what exactly should I expect and what should I fear?								
63	CP	USUAL	TALKWITHVALENTIA_0003	Ступай. Завтра будет первый день занятий, тебе стоит хорошо отдохнуть. Помни одно: не выходи ночью на улицу.	Go ahead. Tomorrow will be the first day of classes, you should have a good rest. Remember one thing: don't go outside at night.								
64	CP	KN_USUAL	TALKWITHVALENTIA_0004	Часто вы проводите здесь время?	Do you often spend time here?								
65	CP	USUAL	TALKWITHVALENTIA_0004	Да, мне нравится вода, в ней есть спокойствие и умиротворение. Которых порой так не хватает любому преподавателю.	Yes, I like the water, it has peace and tranquility. Which are sometimes so lacking for any teacher.								
66	CP	KN_USUAL	TALKWITHVALENTIA_0005	Понимаю. Хорошего вечера профессор.	I understand. Have a nice evening, Professor.								
67	CP	USUAL	TALKWITHVALENTIA_0005	И тебе удачи, юный Кервин.	And good luck to you, young Kerwin.								
68	CP	USUAL	TALKWITHTAMIR_0001	Не отвлекай меня, сопляк. У меня нет на тебя времени.	Don't distract me, brat. I don't have time for you.								
69	CP	KN_USUAL	TALKWITHTAMIR_0002	Извините, что отвлек. Пожалуй пойду.	Sorry to interrupt. I think I'll go.								
70	CP	USUAL	TALKWITHSECRETARY_0001	У тебя есть еще какие-то вопросы?	Do you have any other questions?								
71	CP	KN_USUAL	TALKWITHSECRETARY_0002	Нет, вопросов нет, всего доброго!	No, no questions, have a nice day!								
72	CP	USUAL	TALKWITHKAYA_0001	Спасибо, что солгласился помочь. Это много для меня значит.	Thank you for agreeing to help. It means a lot to me.								
73	CP	KN_USUAL	TALKWITHKAYA_0002	Не за что, подожди немного, скоро вернусь с книгой.	You're welcome, wait a bit, I'll be back soon with a book.								
