ID	GROUP	SUB_GROUP	LOCALIZATION_KEY	RU	ENG	FRA	DEU	SPA	POL	POR	CHI	ITA	KOR
42	CP	SPQUEST	CAT_ALTAR_0001	Ф'нглуи мглв'нафх Д'зрт М'нзбрранзн Вгах'нагл фхтан	Ph'nglui mglw'nafh D'zrt M'nzbrranzn wgah'nagl fhtagn⁠⁠								
43	CP	SPQUEST	CAT_ALTAR_0002	ИМАС, ВЕГАЙМНКО, КВАХЕРС, ХЕВЕФАРАМ	IMAS, VEGAIMNKO, KVAHERS, HEVEFARAM								
44	CP	KN_SPQUEST	CAT_PARK_0011	О, в этот раз ты не убежал, а ну-ка иди сюда!	Oh, you didn't run away this time, come here!								
45	CP	KN_SPQUEST	CAT_EVIL_0001	Нервов ты мне потрепал сегодня изрядно, может хозяин тебя сегодня не дождется?	You've rubbed my nerves a lot today, maybe the owner won't wait for you today?								
46	CP	CH_SPQUEST	CAT_EVIL_YES_0001	Задушить кота.	Strangle the cat.								
47	CP	CH_SPQUEST	CAT_EVIL_NO_0001	Отнести кота хозяину.	Take the cat to the owner.								
48	CP	KN_SPQUEST	CAT_EVIL_YES_0001	В гробу я видал такие приключения, от тебя сплошные проблемы. Я так рад, что могу просто тебя задушить.	I've had enough of this kind of adventure, you're nothing but trouble. I'm so glad I can just strangle you.								
49	CP	KN_SPQUEST	CAT_EVIL_NO_0001	Чего это я? Пора уже отнести тебя хозяину.	What am I doing? It's time to take you to the owner.								
50	CP	SPQUEST	CAT_FINAL_0001	Я обыскал общежития, там не было Флеура. А у тебя какие новости?	I searched the dormitories, there was no Fleur. And what news do you have?								
51	CP	CH_SPQUEST	CAT_FINAL_NO_0001	Не отдавать ему кота.	Don't give him the cat.								
52	CP	CH_SPQUEST	CAT_FINAL_YES_0001	Отдать ему кота.	Give him the cat.								
53	CP	KN_SPQUEST	CAT_FINAL_NO_0001	Я не нашел твоего кота.	I didn't find your cat.								
54	CP	KN_SPQUEST	CAT_FINAL_YES_0001	Я нашел его! Держи!	I found him! Here you go!								
55	CP	SPQUEST	CAT_FINAL_NO_0002	О боже, где же он может быть...	Oh my God, where could he be?..								
56	CP	KN_SPQUEST	CAT_FINAL_NO_0002	Не знаю, приятель, но в большом парке его точно нет.	I don't know, buddy, but he's definitely not in the big park.								
57	CP	SPQUEST	CAT_FINAL_NO_0003	Спасибо, что постарался мне помочь... Пойду искать его сам. Попробую заглянуть в большой парк еще раз...	Thank you for trying to help me... I'm going to look for him myself. I'll try to look into the big park again...								
58	CP	KN_SPQUEST	CAT_FINAL_NO_0003	Удачи, надеюсь ты его найдешь!	Good luck, I hope you find it!								
59	CP	SPQUEST	CAT_FINAL_YES_0001	О, да! Это мой Флеур! Иди сюда, малыш! Ты меня сильно напугал...	Oh, yes! This is my Fleur! Come here, baby! You scared me a lot...								
60	CP	SQUEST	CAT_FINAL_YES_0002	*мяу*	*bell ring*								
61	CP	SPQUEST	CAT_FINAL_YES_0003	Спасибо тебе огромное, я - твой должник! Вот возьми этот комикс, надеюсь тебе понравится.	Thank you so much, I owe you one! Here, take this comic, I hope you like it.								
62	CP	KN_SPQUEST	CAT_FINAL_YES_0003	С тобой приятно иметь дело! Удачи вам с Флеуром!	It's a pleasure doing business with you! Good luck with Fleur!								
63	CP	SPQUEST	CAT_EVIL_FINAL_0001	Я обыскал общежития, там не было Флеура. А у тебя какие новости?	I searched the dormitories, there was no Fleur. And what news do you have?								
64	CP	KN_SPQUEST	CAT_EVIL_FINAL_0002	Я нашел его! Держи!	I found him! Here you go!								
65	CP	SPQUEST	CAT_EVIL_FINAL_0003	Но он же мертв! Что случилось!	But he's dead! What happened!								
66	CP	KN_SPQUEST	CAT_EVIL_FINAL_0004	Я нашел его в большом парке, по ошейнику понял что это Флеур. Решил принести тебе, чтоб ты смог с ним попрощаться.	I found it in a large park, and I realized from the collar that it was a Fleur. I decided to bring it to you so that you can say goodbye to him.								
67	CP	SPQUEST	CAT_EVIL_FINAL_0005	Спасибо...	Thank you...								
68	CP	KN_SPQUEST	CAT_EVIL_FINAL_0006	Держись, друг. Я уверен, он был отличным котом,	Hold on, friend. I'm sure he was a great cat.,								
